"","...1","...2","Study_ID","Site_ID","broad_outcome","detailed_outcome","is_subset","Highest_taxonomic_resolution","trophic_group","trophic_assigned","sampling_method","sampling_month","sampling_season","disturbance_type","comparison_type","disturbance_av","control_av","disturbance_av_before","control_av_before","dist_var","control_var","dist_var_before","control_var_before","var_type","dist_n","control_n","significant","approx_p_val","exact_p_val","sample_area","sampling_depth","perc_during_dist","perc_annual_dist","time_after_dist_start","time_after_dist_end","TN","SOC","soil_moisture","phylum","Taxa_Class","Taxa_subclass","superorder","Taxa_order","Functional_group_size","total_carbon","bulk_density","available_WSC","clay","sand","silt","ph","organic_carbon","lat","lon","forest_type","deciduous_coniferous","plantation","plot_area","mean_annual_precipitation","mean_annual_temperature","soil_pH","soil_type","temp_bio","precip_bio","sand_usda","silt_usda","clay_usda","temp","precip","trophic_all","temp.1","precip.1","precip_seasonality","temp_seasonality","aridity"
"279","152","279","Tsiafouli_2005a","Tsiafouli_2005a_1","abundance",NA,"FALSE","Collembola",NA,"fungivore","berlese funnel","January","Winter","drought","undisturbed vs disturbed",468,974,NA,NA,326,772,NA,NA,"SD",7,7,"FALSE",">0.05",NA,50.27,NA,100,100,120,NA,NA,NA,34.6,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,745.3,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,745.3,"fungivore",12,54.1,30,6897,0.629831625128511
"280","153","281","Tsiafouli_2005a","Tsiafouli_2005a_1","alpha diversity","shannon wiener","FALSE","Collembola",NA,"fungivore","berlese funnel","January","Winter","drought","undisturbed vs disturbed",1.22,1.42,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,50.27,NA,100,100,120,NA,NA,NA,34.6,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,745.3,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,745.3,"fungivore",12,54.1,30,6897,0.629831625128511
"281","154","282","Tsiafouli_2005a","Tsiafouli_2005a_1","alpha diversity","simpsons index","FALSE","Collembola",NA,"fungivore","berlese funnel","January","Winter","drought","undisturbed vs disturbed",0.78,1.19,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,50.27,NA,100,100,120,NA,NA,NA,34.6,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,745.3,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,745.3,"fungivore",12,54.1,30,6897,0.629831625128511
"282","332","280","Tsiafouli_2005a","Tsiafouli_2005a_1","abundance",NA,"FALSE","Oribatida",NA,NA,"berlese funnel","January","Winter","drought","undisturbed vs disturbed",674,1497,NA,NA,349,1273,NA,NA,"SD",7,7,"FALSE",">0.05",NA,50.27,NA,100,100,120,NA,NA,NA,34.6,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,745.3,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,745.3,NA,12,54.1,30,6897,0.629831625128511
"283","333","283","Tsiafouli_2005a","Tsiafouli_2005a_1","alpha diversity","shannon wiener","FALSE","Oribatida",NA,NA,"berlese funnel","January","Winter","drought","undisturbed vs disturbed",1.93,2.02,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,50.27,NA,100,100,120,NA,NA,NA,34.6,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,745.3,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,745.3,NA,12,54.1,30,6897,0.629831625128511
"284","334","284","Tsiafouli_2005a","Tsiafouli_2005a_1","alpha diversity","simpsons index","FALSE","Oribatida",NA,NA,"berlese funnel","January","Winter","drought","undisturbed vs disturbed",1.4,1.29,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,50.27,NA,100,100,120,NA,NA,NA,34.6,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,745.3,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,745.3,NA,12,54.1,30,6897,0.629831625128511
"285","335","285","Tsiafouli_2005a","Tsiafouli_2005a_1","alpha diversity","species number","FALSE","Oribatida",NA,NA,"berlese funnel","January","Winter","drought","undisturbed vs disturbed",10,11,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,50.27,NA,100,100,120,NA,NA,NA,34.6,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,745.3,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,745.3,NA,12,54.1,30,6897,0.629831625128511
"286","336","286","Tsiafouli_2005a","Tsiafouli_2005a_1","alpha diversity","species number","FALSE","Oribatida",NA,NA,"berlese funnel","January","Winter","drought","undisturbed vs disturbed",15,22,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,50.27,NA,100,100,120,NA,NA,NA,34.6,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,745.3,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,745.3,NA,12,54.1,30,6897,0.629831625128511
"287","155","287","Tsiafouli_2005a","Tsiafouli_2005a_1","abundance",NA,"FALSE","Collembola",NA,"fungivore","berlese funnel","January","Winter","precip_inc","undisturbed vs disturbed",839,974,NA,NA,615,772,NA,NA,"SD",7,7,"FALSE",">0.05",NA,50.27,NA,134.935305,134.935305,120,NA,NA,NA,34.6,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,745.3,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,745.3,"fungivore",12,54.1,30,6897,0.629831625128511
"288","156","289","Tsiafouli_2005a","Tsiafouli_2005a_1","alpha diversity","shannon wiener","FALSE","Collembola",NA,"fungivore","berlese funnel","January","Winter","precip_inc","undisturbed vs disturbed",1.83,1.42,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,50.27,NA,134.935305,134.935305,120,NA,NA,NA,34.6,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,745.3,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,745.3,"fungivore",12,54.1,30,6897,0.629831625128511
"289","157","290","Tsiafouli_2005a","Tsiafouli_2005a_1","alpha diversity","simpsons index","FALSE","Collembola",NA,"fungivore","berlese funnel","January","Winter","precip_inc","undisturbed vs disturbed",1.43,1.19,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,50.27,NA,134.935305,134.935305,120,NA,NA,NA,34.6,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,745.3,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,745.3,"fungivore",12,54.1,30,6897,0.629831625128511
"290","158","293","Tsiafouli_2005a","Tsiafouli_2005a_1","alpha diversity","richness","FALSE","Collembola",NA,"fungivore","berlese funnel","January","Winter","precip_inc","undisturbed vs disturbed",17,11,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,50.27,NA,134.935305,134.935305,120,NA,NA,NA,34.6,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,745.3,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,745.3,"fungivore",12,54.1,30,6897,0.629831625128511
"291","337","288","Tsiafouli_2005a","Tsiafouli_2005a_1","abundance",NA,"FALSE","Oribatida",NA,NA,"berlese funnel","January","Winter","precip_inc","undisturbed vs disturbed",1948,1497,NA,NA,1244,1273,NA,NA,"SD",7,7,"TRUE","<0.05",NA,50.27,NA,134.935305,134.935305,120,NA,NA,NA,34.6,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,745.3,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,745.3,NA,12,54.1,30,6897,0.629831625128511
"292","338","291","Tsiafouli_2005a","Tsiafouli_2005a_1","alpha diversity","shannon wiener","FALSE","Oribatida",NA,NA,"berlese funnel","January","Winter","precip_inc","undisturbed vs disturbed",1.58,2.02,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,50.27,NA,134.935305,134.935305,120,NA,NA,NA,34.6,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,745.3,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,745.3,NA,12,54.1,30,6897,0.629831625128511
"293","339","292","Tsiafouli_2005a","Tsiafouli_2005a_1","alpha diversity","simpsons index","FALSE","Oribatida",NA,NA,"berlese funnel","January","Winter","precip_inc","undisturbed vs disturbed",0.79,1.29,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,50.27,NA,134.935305,134.935305,120,NA,NA,NA,34.6,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,745.3,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,745.3,NA,12,54.1,30,6897,0.629831625128511
"294","340","294","Tsiafouli_2005a","Tsiafouli_2005a_1","alpha diversity","richness","FALSE","Oribatida",NA,NA,"berlese funnel","January","Winter","precip_inc","undisturbed vs disturbed",30,15,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,50.27,NA,134.935305,134.935305,120,NA,NA,NA,34.6,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,745.3,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,745.3,NA,12,54.1,30,6897,0.629831625128511
"295","159","295","Tsiafouli_2005a","Tsiafouli_2005a_1","abundance",NA,"FALSE","Collembola",NA,"fungivore","berlese funnel","January","Winter","precip_inc","undisturbed vs disturbed",572,974,NA,NA,338,772,NA,NA,"SD",7,7,"FALSE",">0.05",NA,50.27,NA,138.4103512,138.4103512,120,NA,NA,NA,34.6,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,745.3,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,745.3,"fungivore",12,54.1,30,6897,0.629831625128511
"296","160","297","Tsiafouli_2005a","Tsiafouli_2005a_1","alpha diversity","shannon wiener","FALSE","Collembola",NA,"fungivore","berlese funnel","January","Winter","precip_inc","undisturbed vs disturbed",1.45,1.42,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,50.27,NA,138.4103512,138.4103512,120,NA,NA,NA,34.6,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,745.3,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,745.3,"fungivore",12,54.1,30,6897,0.629831625128511
"297","161","298","Tsiafouli_2005a","Tsiafouli_2005a_1","alpha diversity","simpsons index","FALSE","Collembola",NA,"fungivore","berlese funnel","January","Winter","precip_inc","undisturbed vs disturbed",1.04,1.19,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,50.27,NA,138.4103512,138.4103512,120,NA,NA,NA,34.6,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,745.3,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,745.3,"fungivore",12,54.1,30,6897,0.629831625128511
"298","162","301","Tsiafouli_2005a","Tsiafouli_2005a_1","alpha diversity","richness","FALSE","Collembola",NA,"fungivore","berlese funnel","January","Winter","precip_inc","undisturbed vs disturbed",15,11,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,50.27,NA,138.4103512,138.4103512,120,NA,NA,NA,34.6,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,745.3,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,745.3,"fungivore",12,54.1,30,6897,0.629831625128511
"299","341","296","Tsiafouli_2005a","Tsiafouli_2005a_1","abundance",NA,"FALSE","Oribatida",NA,NA,"berlese funnel","January","Winter","precip_inc","undisturbed vs disturbed",1689,1497,NA,NA,703,1273,NA,NA,"SD",7,7,"TRUE","<0.05",NA,50.27,NA,138.4103512,138.4103512,120,NA,NA,NA,34.6,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,745.3,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,745.3,NA,12,54.1,30,6897,0.629831625128511
"300","342","299","Tsiafouli_2005a","Tsiafouli_2005a_1","alpha diversity","shannon wiener","FALSE","Oribatida",NA,NA,"berlese funnel","January","Winter","precip_inc","undisturbed vs disturbed",2.22,2.02,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,50.27,NA,138.4103512,138.4103512,120,NA,NA,NA,34.6,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,745.3,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,745.3,NA,12,54.1,30,6897,0.629831625128511
"301","343","300","Tsiafouli_2005a","Tsiafouli_2005a_1","alpha diversity","simpsons index","FALSE","Oribatida",NA,NA,"berlese funnel","January","Winter","precip_inc","undisturbed vs disturbed",1.6,1.29,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,50.27,NA,138.4103512,138.4103512,120,NA,NA,NA,34.6,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,745.3,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,745.3,NA,12,54.1,30,6897,0.629831625128511
"302","344","302","Tsiafouli_2005a","Tsiafouli_2005a_1","alpha diversity","richness","FALSE","Oribatida",NA,NA,"berlese funnel","January","Winter","precip_inc","undisturbed vs disturbed",29,15,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,50.27,NA,138.4103512,138.4103512,120,NA,NA,NA,34.6,"Arthropoda","Arachnida","Acari","Acariformes","Oribatida","mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,745.3,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,745.3,NA,12,54.1,30,6897,0.629831625128511
"303","21","305","Tsiafouli_2018a","Tsiafouli_2018a_1","abundance",NA,"FALSE","Acari",NA,NA,"berlese funnel","November","Autumn","drought","undisturbed vs disturbed",8.25,6.125,NA,NA,2.4375,1.90625,NA,NA,"SE",6,6,"FALSE",">0.07",NA,NA,NA,100,18.2,335,NA,NA,NA,NA,"Arthropoda","Arachnida",NA,"Acariformes",NA,"mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,739,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,739,NA,12,54.1,30,6897,0.629831625128511
"304","22","306","Tsiafouli_2018a","Tsiafouli_2018a_1","abundance",NA,"FALSE","Acari",NA,NA,"berlese funnel","November","Autumn","drought","undisturbed vs disturbed",1.09375,2.78125,NA,NA,0.4375,0.71875,NA,NA,"SE",6,6,"FALSE",">0.08",NA,NA,NA,100,18.2,335,NA,NA,NA,NA,"Arthropoda","Arachnida",NA,"Acariformes",NA,"mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,739,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,739,NA,12,54.1,30,6897,0.629831625128511
"305","163","303","Tsiafouli_2018a","Tsiafouli_2018a_1","abundance",NA,"FALSE","Collembola",NA,"fungivore","berlese funnel","November","Autumn","drought","undisturbed vs disturbed",1.589775561,1.091022444,NA,NA,0.822942643,0.324189526,NA,NA,"SE",6,6,"FALSE",">0.05",NA,NA,NA,100,18.2,270,NA,NA,NA,NA,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,739,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,739,"fungivore",12,54.1,30,6897,0.629831625128511
"306","164","304","Tsiafouli_2018a","Tsiafouli_2018a_1","abundance",NA,"FALSE","Collembola",NA,"fungivore","berlese funnel","November","Autumn","drought","undisturbed vs disturbed",0.056109726,0.130922693,NA,NA,0.0312,0.105985037,NA,NA,"SE",6,6,"FALSE",">0.06",NA,NA,NA,100,18.2,335,NA,NA,NA,NA,"Arthropoda","Entognatha","Collembola",NA,NA,"mesofauna",5.655,1.3,5,20,42,38,5.1,1.45,40.43333333,23.56666667,"temperate seasonal forest","coniferous","FALSE",2.1875,739,10.9,5.5,"sandy clay",12,541,10,50,50,10.9,739,"fungivore",12,54.1,30,6897,0.629831625128511
"307","287","307","Wang_2021a","Wang_2021a_1","alpha diversity","shannon wiener","FALSE","Nematoda",NA,NA,"sucrose centrifugation","July","Summer","drought","undisturbed vs disturbed",2.93,3.21,NA,NA,0.17,0.07,NA,NA,"SE",3,3,"TRUE","<0.05",NA,NA,NA,30,30,3590,NA,2.7,48.3,65.26,"Nematoda",NA,NA,NA,NA,"microfauna",6.336,1.28,1,22,39,39,6.6,1.65,42.4,128.1,"temperate seasonal forest","coniferous","FALSE",2500,740,3.6,4.78,NA,2.5,687,NA,NA,NA,3.6,740,NA,2.5,68.7,92,12754,0.782784529307023
"308","288","308","Wang_2021a","Wang_2021a_1","abundance",NA,"FALSE","Nematoda",NA,NA,"sucrose centrifugation","July","Summer","drought","undisturbed vs disturbed",389.3129771,485.4961832,NA,NA,52.67175573,34.35114504,NA,NA,"SE",3,3,"TRUE","<0.05",NA,NA,NA,30,30,3590,NA,2.7,48.3,65.26,"Nematoda",NA,NA,NA,NA,"microfauna",6.336,1.28,1,22,39,39,6.6,1.65,42.4,128.1,"temperate seasonal forest","coniferous","FALSE",2500,740,3.6,4.78,NA,2.5,687,NA,NA,NA,3.6,740,NA,2.5,68.7,92,12754,0.782784529307023
"309","289","309","Wang_2021a","Wang_2021a_1","alpha diversity",NA,"FALSE","Nematoda",NA,NA,"sucrose centrifugation","July","Summer","drought","undisturbed vs disturbed",24.59770115,20.91954023,NA,NA,1.609195402,4.137931034,NA,NA,"SE",3,3,"FALSE",">0.05",NA,NA,NA,30,30,3590,NA,2.7,48.3,65.26,"Nematoda",NA,NA,NA,NA,"microfauna",6.336,1.28,1,22,39,39,6.6,1.65,42.4,128.1,"temperate seasonal forest","coniferous","FALSE",2500,740,3.6,4.78,NA,2.5,687,NA,NA,NA,3.6,740,NA,2.5,68.7,92,12754,0.782784529307023
"310","23","312","Williams_2014a","Williams_2014a_1","abundance",NA,"FALSE","Acari",NA,NA,"tullgren funnel",NA,NA,"drought","undisturbed vs disturbed",228,134,NA,NA,28,13,NA,NA,"SE",30,30,NA,NA,NA,19.6,4,33,33,2557,NA,13.1,NA,NA,"Arthropoda","Arachnida",NA,"Acariformes",NA,"mesofauna",4.2,1.4,1,24,49,27,4.6,1,35.951883,-84.272722,"temperate seasonal forest","deciduous","FALSE",36,1358,14.2,NA,NA,13.8999996185303,1350,NA,NA,NA,14.2,1358,NA,13.8999996185303,135,16,7929,1.38473237335424
"311","73","310","Williams_2014a","Williams_2014a_1","evenness",NA,"FALSE","Coleoptera",NA,NA,"pitfall traps",NA,NA,"drought","undisturbed vs disturbed",0.918,0.837,NA,NA,0.1,0.03,NA,NA,"SE",30,30,NA,NA,NA,78.5,NA,33,33,2557,NA,13.1,NA,NA,"Arthropoda","Insecta",NA,NA,"Coleoptera","macrofauna",4.2,1.4,1,24,49,27,4.6,1,35.951883,-84.272722,"temperate seasonal forest","deciduous","FALSE",36,1358,14.2,NA,NA,13.8999996185303,1350,NA,NA,NA,14.2,1358,NA,13.8999996185303,135,16,7929,1.38473237335424
"312","74","311","Williams_2014a","Williams_2014a_1","alpha diversity","richness","FALSE","Coleoptera",NA,NA,"pitfall traps",NA,NA,"drought","undisturbed vs disturbed",6.2,6.8,NA,NA,0.2,0.1,NA,NA,"SE",30,30,NA,NA,NA,78.5,NA,33,33,2557,NA,13.1,NA,NA,"Arthropoda","Insecta",NA,NA,"Coleoptera","macrofauna",4.2,1.4,1,24,49,27,4.6,1,35.951883,-84.272722,"temperate seasonal forest","deciduous","FALSE",36,1358,14.2,NA,NA,13.8999996185303,1350,NA,NA,NA,14.2,1358,NA,13.8999996185303,135,16,7929,1.38473237335424
"313","24","315","Williams_2014a","Williams_2014a_1","abundance",NA,"FALSE","Acari",NA,NA,"tullgren funnel",NA,NA,"precip_inc","undisturbed vs disturbed",156,134,NA,NA,35,13,NA,NA,"SE",30,30,NA,NA,NA,19.6,4,133,133,2557,NA,13.1,NA,NA,"Arthropoda","Arachnida",NA,"Acariformes",NA,"mesofauna",4.2,1.4,1,24,49,27,4.6,1,35.951883,-84.272722,"temperate seasonal forest","deciduous","FALSE",36,1358,14.2,NA,NA,13.8999996185303,1350,NA,NA,NA,14.2,1358,NA,13.8999996185303,135,16,7929,1.38473237335424
"314","75","313","Williams_2014a","Williams_2014a_1","evenness",NA,"FALSE","Coleoptera",NA,NA,"pitfall traps",NA,NA,"precip_inc","undisturbed vs disturbed",0.792,0.837,NA,NA,0.03,0.03,NA,NA,"SE",30,30,NA,NA,NA,78.5,NA,133,133,2557,NA,13.1,NA,NA,"Arthropoda","Insecta",NA,NA,"Coleoptera","macrofauna",4.2,1.4,1,24,49,27,4.6,1,35.951883,-84.272722,"temperate seasonal forest","deciduous","FALSE",36,1358,14.2,NA,NA,13.8999996185303,1350,NA,NA,NA,14.2,1358,NA,13.8999996185303,135,16,7929,1.38473237335424
"315","76","314","Williams_2014a","Williams_2014a_1","alpha diversity","richness","FALSE","Coleoptera",NA,NA,"pitfall traps",NA,NA,"precip_inc","undisturbed vs disturbed",6.5,6.8,NA,NA,0.2,0.1,NA,NA,"SE",30,30,NA,NA,NA,78.5,NA,133,133,2557,NA,13.1,NA,NA,"Arthropoda","Insecta",NA,NA,"Coleoptera","macrofauna",4.2,1.4,1,24,49,27,4.6,1,35.951883,-84.272722,"temperate seasonal forest","deciduous","FALSE",36,1358,14.2,NA,NA,13.8999996185303,1350,NA,NA,NA,14.2,1358,NA,13.8999996185303,135,16,7929,1.38473237335424
"316","25","351","Wise_2019a","Wise_2019a_1","abundance",NA,"FALSE","Acari",NA,NA,"kempson heat extractor","October","Autumn","drought","undisturbed vs disturbed",682.9268293,463.4146341,NA,NA,NA,NA,NA,NA,"SE",NA,NA,NA,NA,NA,500,NA,30,15,122,NA,NA,NA,NA,"Arthropoda","Arachnida",NA,"Acariformes",NA,"mesofauna",3.9732,1.54,1,24,47,29,6.4,0.86,37.554104,-84.240733,"temperate seasonal forest","mixed","FALSE",14,NA,NA,NA,NA,12.6999998092651,1217,NA,NA,NA,12.6999998092651,1217,NA,12.6999998092651,121.7,14,8291,1.45960673995845
"317","26","352","Wise_2019a","Wise_2019a_1","abundance",NA,"FALSE","Acari",NA,NA,"kempson heat extractor","June","Summer","drought","undisturbed vs disturbed",317.0731707,853.6585366,NA,NA,NA,268.2926829,NA,NA,"SE",NA,NA,NA,NA,NA,500,NA,30,15,212,NA,NA,NA,NA,"Arthropoda","Arachnida",NA,"Acariformes",NA,"mesofauna",3.9732,1.54,1,24,47,29,6.4,0.86,37.554104,-84.240733,"temperate seasonal forest","mixed","FALSE",14,NA,NA,NA,NA,12.6999998092651,1217,NA,NA,NA,12.6999998092651,1217,NA,12.6999998092651,121.7,14,8291,1.45960673995845
"318","27","353","Wise_2019a","Wise_2019a_1","abundance",NA,"FALSE","Acari",NA,NA,"kempson heat extractor","October","Autumn","drought","undisturbed vs disturbed",2121.95122,3341.463415,NA,NA,243.902439,658.5365854,NA,NA,"SE",NA,NA,NA,NA,NA,500,NA,30,15,365,NA,NA,NA,NA,"Arthropoda","Arachnida",NA,"Acariformes",NA,"mesofauna",3.9732,1.54,1,24,47,29,6.4,0.86,37.554104,-84.240733,"temperate seasonal forest","mixed","FALSE",14,NA,NA,NA,NA,12.6999998092651,1217,NA,NA,NA,12.6999998092651,1217,NA,12.6999998092651,121.7,14,8291,1.45960673995845
"319","28","354","Wise_2019a","Wise_2019a_1","abundance",NA,"FALSE","Acari",NA,NA,"kempson heat extractor","July","Summer","drought","undisturbed vs disturbed",780.4878049,2121.95122,NA,NA,195.1219512,268.2926829,NA,NA,"SE",NA,NA,NA,NA,NA,500,NA,30,15,487,NA,NA,NA,NA,"Arthropoda","Arachnida",NA,"Acariformes",NA,"mesofauna",3.9732,1.54,1,24,47,29,6.4,0.86,37.554104,-84.240733,"temperate seasonal forest","mixed","FALSE",14,NA,NA,NA,NA,12.6999998092651,1217,NA,NA,NA,12.6999998092651,1217,NA,12.6999998092651,121.7,14,8291,1.45960673995845
"320","29","355","Wise_2019a","Wise_2019a_1","abundance",NA,"FALSE","Acari",NA,NA,"kempson heat extractor","October","Autumn","drought","undisturbed vs disturbed",2073.170732,3975.609756,NA,NA,439.0243902,243.902439,NA,NA,"SE",NA,NA,NA,NA,NA,500,NA,30,15,670,NA,NA,NA,NA,"Arthropoda","Arachnida",NA,"Acariformes",NA,"mesofauna",3.9732,1.54,1,24,47,29,6.4,0.86,37.554104,-84.240733,"temperate seasonal forest","mixed","FALSE",14,NA,NA,NA,NA,12.6999998092651,1217,NA,NA,NA,12.6999998092651,1217,NA,12.6999998092651,121.7,14,8291,1.45960673995845
